classifier, best_representing_words_list, counter_vector, not_count, parts_of_speech, polarity_count, polarity_vocabulary, remove_stop_words, surrounding_words, text_to_vector_uni_vocabulary, tf_idf_vector, uni_gram, total_accuracy, 0_accuracy, 1_accuracy, 3_accuracy
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 55.8823529412, 76.4705882353, 50.0, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 67.6470588235, 41.1764705882, 44.1176470588
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 61.7647058824, 52.9411764706, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 67.6470588235, 55.8823529412, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 39.2156862745, 23.5294117647, 67.6470588235, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 35.2941176471, 44.1176470588, 20.5882352941
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 32.3529411765, 17.6470588235, 44.1176470588, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 29.4117647059, 32.3529411765, 32.3529411765
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 47.0588235294, 61.7647058824, 41.1764705882, 38.2352941176
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 64.7058823529, 47.0588235294, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 55.8823529412, 70.5882352941, 58.8235294118, 38.2352941176
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 39.2156862745, 23.5294117647, 67.6470588235, 26.4705882353
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 23.5294117647, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 35.2941176471, 35.2941176471, 44.1176470588, 26.4705882353
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 17.6470588235, 44.1176470588, 35.2941176471
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 23.5294117647, 44.1176470588, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 30.3921568627, 29.4117647059, 32.3529411765, 29.4117647059
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 62.7450980392, 85.2941176471, 61.7647058824, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 66.6666666667, 79.4117647059, 70.5882352941, 50.0
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 62.7450980392, 85.2941176471, 61.7647058824, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 58.8235294118, 76.4705882353, 61.7647058824, 38.2352941176
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 59.8039215686, 82.3529411765, 44.1176470588, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 62.7450980392, 85.2941176471, 61.7647058824, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 60.7843137255, 76.4705882353, 64.7058823529, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 59.8039215686, 76.4705882353, 47.0588235294, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 54.9019607843, 82.3529411765, 50.0, 32.3529411765
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 59.8039215686, 76.4705882353, 47.0588235294, 55.8823529412
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 60.7843137255, 82.3529411765, 55.8823529412, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 54.9019607843, 85.2941176471, 35.2941176471, 44.1176470588
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 59.8039215686, 76.4705882353, 47.0588235294, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 55.8823529412, 76.4705882353, 47.0588235294, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 62.7450980392, 85.2941176471, 61.7647058824, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 66.6666666667, 79.4117647059, 67.6470588235, 52.9411764706
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 62.7450980392, 85.2941176471, 61.7647058824, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 59.8039215686, 76.4705882353, 58.8235294118, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 59.8039215686, 82.3529411765, 44.1176470588, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 62.7450980392, 85.2941176471, 61.7647058824, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 57.8431372549, 76.4705882353, 55.8823529412, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 59.8039215686, 76.4705882353, 47.0588235294, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 54.9019607843, 82.3529411765, 50.0, 32.3529411765
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 59.8039215686, 76.4705882353, 47.0588235294, 55.8823529412
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 60.7843137255, 82.3529411765, 55.8823529412, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 54.9019607843, 85.2941176471, 35.2941176471, 44.1176470588
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 59.8039215686, 76.4705882353, 47.0588235294, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 55.8823529412, 76.4705882353, 50.0, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 67.6470588235, 41.1764705882, 44.1176470588
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 58.8235294118, 58.8235294118, 47.0588235294
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, False, False, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 64.7058823529, 61.7647058824, 35.2941176471
